origin_id,origin_name,target_id,target_name,expelled_group,year,end_year,lower_bound,mean_estimate,upper_bound,event_type,is_annual_estimate,data_source_id,description,in_unhcr,unhcr_numer,comment,difference_unhcr_mean_estimate
834,Tanzania,108,Burundi,Burundians,2012,2012,40000,40000,40000,1,,86,,,,,
834,Tanzania,108,Burundi,Burundians,2013,2013,50000,50000,50000,1,,87,,,,,
834,Tanzania,108,Burundi,Burundians,2013,2014,45000,45000,45000,2,,76,,,,,
834,Tanzania,108,Burundi,Burundians,2013,2015,65000,65000,65000,1,,77,,,,,
834,Tanzania,,Rwanda; Burundi; Uganda,"Rwandese, Burundians, Ugandans",2013,2013,8509,30542.5,52576,1,,1,,FALSE,,,
764,Thailand,116,Cambodia,Cambodians,1979,1980,49000,51500,54000,1,,1,,FALSE,,,
764,Thailand,116,Cambodia,Cambodians,1979,1979,43000,44000,45000,1,,95,,FALSE,,,
764,Thailand,116,Cambodia,Cambodians,1979,1979,40000,40000,40000,1,,90,,FALSE,,,
764,Thailand,116,Cambodia,Cambodians,1991,1991,360000,360000,360000,3,,91,,,,,
764,Thailand,418,Laos,Hmong,2009,2009,4689,4689,4689,1,,1,,FALSE,,,
764,Thailand,360,Indonesia,Indonesians,2025,2025,554,554,554,3,FALSE,216,repatriation after beeing freed from Thai Scam center,,,,
764,Thailand,360,Indonesia,Indonesians,2025,2025,140,140,140,3,FALSE,216,repatriation after beeing freed from Thai Scam center,,,,
792,Turkey,300,Greece,Greeks,1964,1965,36000,41500,47000,1,,1,,FALSE,,,
792,Turkey,332,Haiti,Haitians,2024,2024,735,735,735,1,,27,,,,,
792,Turkey,232,Eritrea,Eritreans,2024,2024,300,300,300,2,,159,deportation of Eritreans from Turkey,,,,
796,Turks and Caicos Islands,332,Haiti,Haitians,2021,2022,5500,5500,5500,2,,200,deportation of illegal migrants from Haiti,,,,
796,Turks and Caicos Islands,332,Haiti,Haitians,2022,2022,221,221,221,2,,201,deportation of illegal migrants from Haiti,,,,
796,Turks and Caicos Islands,332,Haiti,Haitians,2023,2023,2404,2404,2404,2,,201,deportation of illegal migrants from Haiti,,,,
796,Turks and Caicos Islands,332,Haiti,Haitians,2024,2024,2205,2205,2205,1,,27,,,,,
800,Uganda,404,Kenya,Kenyans,1969,1970,30000,30000,30000,1,,210,expulsion of Kenyans from Uganda,,,,
800,Uganda,404,Kenya,Kenyans (Luo),1970,1970,30000,30000,30000,1,,1,,FALSE,,,
800,Uganda,,UK; India; etc,Asians,1972,1972,50000,65000,80000,1,,1,,FALSE,,,
800,Uganda,826,United Kingdom,Indians,1972,1972,27200,27200,27200,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,124,Canada,Indians,1972,1972,6000,6000,6000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,356,India,Indians,1972,1972,4500,4500,4500,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,404,Kenya,Indians,1972,1972,2500,2500,2500,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,454,Malawi,Indians,1972,1972,1000,1000,1000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,586,Pakistan,Indians,1972,1972,1000,1000,1000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,276,Germany,Indians,1972,1972,1000,1000,1000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,840,United States,Indians,1972,1972,1000,1000,1000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,,various,Indians,1972,1972,20000,20000,20000,1,,210,expulsion of Asians from Uganda,,,,
800,Uganda,646,Rwanda,Banyarwanda,1982,1982,44000,59500,75000,1,,1,,TRUE,37800,,
800,Uganda,646,Rwanda,Rwandans,2010,2010,1700,1700,1700,1,,1,,FALSE,,,
784,United Arab Emirates,4,Afghanistan,Afghans,2002,2002,1200,1200,1200,1,,1,,FALSE,,,
784,United Arab Emirates,,various,Asians,2025,2025,5580,5580,5580,2,FALSE,212,deportation of illegal migrants,,,,
826,United Kingdom,180,DRC,Congolese (Kinshasa),2009,2017,1085,1085,1085,2,,117,,,,,
826,United Kingdom,,various,various,2022,2022,14943,14943,14943,2,,41,,,,,
826,United Kingdom,,various,various,2023,2023,26000,26000,26000,2,,40,,,,,
826,United Kingdom,76,Brazil,Brazilians,2024,2024,200,200,200,2,,59,,,,,
840,United States,222,El Salvador,Salvadorans,2014,2018,111000,111000,111000,2,,151,deportation of Salvadoran migrants,,,,
840,United States,484,Mexico,Mexicans,1954,1955,1000000,1150000,1300000,1,,1,,FALSE,,,
840,United States,,various,various,1996,1996,36255,36255,36255,2,,94,deportation of criminal migrants,,,,
840,United States,,various,various,1999,1999,62359,62359,62359,2,,94,deportation of criminal migrants,,,,
840,United States,116,Cambodia,Cambodians,2002,2013,600,600,600,2,,84,,,,,
840,United States,116,Cambodia,Cambodians,2002,2008,192,192,192,2,,93,,,,,
840,United States,218,Ecuador,Ecudorians,2005,2018,15450,15450,15450,2,,142,deportation of Equadorians,,,,
840,United States,776,Tonga,Tongans,2009,2020,717,717,717,2,,124,deportation of criminal Tongans,,,,
840,United States,776,Tonga,Tongans,2009,2020,196,196,196,2,,124,deportation of criminal Tongans,,,,
840,United States,,various,various,2012,2012,400000,400000,400000,2,,213,deportation of migrants,,,,
840,United States,76,Brazil,Brazilians,2013,2017,6800,6800,6800,2,,64,,,,,
840,United States,192,Cuba,Cubans,2017,2017,160,160,160,2,,129,deportation of Cuban migrants,,,,
840,United States,76,Brazil,Brazilians,2018,2022,11300,11300,11300,2,,64,,,,,
840,United States,192,Cuba,Cubans,2018,2018,463,463,463,2,,129,deportation of Cuban migrants,,,,
840,United States,192,Cuba,Cubans,2019,2019,1179,1179,1179,2,,129,deportation of Cuban migrants,,,,
840,United States,308,Grenada,Grenadans,2019,2024,40,40,40,2,,187,deportation of Grenadan migrants from the US,,,,
840,United States,,various,various,2019,2019,55870,55870,55870,2,,191,deportation of criminal migrants,,,,
840,United States,76,Brazil,Brazilians,2020,2024,7637,7637,7637,2,,64,deportation of Colombians,,,,
840,United States,170,Colombia,Colombians,2020,2020,763,763,763,2,,119,deportation of Colombians,,,,
840,United States,170,Colombia,Colombians,2020,2024,475,475,475,2,,118,deportation of Colombians,,,,
840,United States,,various,various,2020,2020,16351,16351,16351,2,,191,deportation of criminal migrants,,,,
840,United States,170,Colombia,Colombians,2021,2021,825,825,825,2,,119,deportation of Colombians,,,,
840,United States,170,Colombia,Colombians,2021,2024,28635,28635,28635,2,,121,deportation of Colombians,,,,
840,United States,218,Ecuador,Ecudorians,2021,2025,43000,43000,43000,2,,142,deportation of Equadorians,,,,
840,United States,170,Colombia,Colombians,2022,2022,5912,5912,5912,2,,119,deportation of Colombians,,,,
840,United States,218,Ecuador,Ecudorians,2023,2023,11000,11000,11000,2,,63,deportation of Equadorians,,,,
840,United States,170,Colombia,Colombians,2023,2023,8924,8924,8924,2,,119,deportation of Colombians,,,,
840,United States,218,Ecuador,Ecudorians,2024,2024,13589,13589,13589,2,,142,deportation of Equadorians,,,,
840,United States,156,China,Chinese,2024,2024,517,517,517,2,,109,deportation of Chinese,,,,
840,United States,170,Colombia,Colombians,2024,2024,14199,14199,14199,2,,119,deportation of Colombians,,,,
840,United States,332,Haiti,Haitians,2024,2024,1553,1553,1553,2,,27,deportation of Haitians,,,,
840,United States,218,Ecuador,Ecudorians,2025,2025,1297,1297,1297,2,,142,deportation of Equadorians,,,,
840,United States,70,Bosnia,Bosnians,2025,2025,181,181,181,2,,49,deportation of Bosnians,,,,
840,United States,222,El Salvador,Salvadorans,2025,2025,238,238,238,2,,48,deportation of Salvadorans,,,,
840,United States,288,Ghana,Ghanians,2025,2025,156,156,156,2,,61,deportation of Ghanians,,,,
840,United States,170,Colombia,Colombians,2025,2025,691,691,691,2,,119,deportation of Colombians,,,,
,various,324,Guinea ,Guineans,1984,1984,2000000,2000000,2000000,3,,194,repatriation after fall of the socialist regime in 1984,,,,
,various,288,Ghana,Ghanians,1993,1993,2194,2194,2194,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,1993,1993,2000,2000,2000,2,,184,deportation of Ghanian migrants,,,,
,various,70,Bosnia,Bosnians,1995,2006,442137,442137,442137,3,,51,repatriation of Bosnian war-refugees,,,,
,various,288,Ghana,Ghanians,2001,2001,1035,1035,1035,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2002,2002,2882,2882,2882,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2003,2003,1880,1880,1880,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2004,2004,7922,7922,7922,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2005,2005,1573,1573,1573,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2006,2006,2493,2493,2493,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2007,2007,1347,1347,1347,2,,184,deportation of Ghanian migrants,,,,
,various,288,Ghana,Ghanians,2008,2008,693,693,693,2,,184,deportation of Ghanian migrants,,,,
,various,108,Burundi,Burundians,2017,2023,233271,233271,233271,3,,89,repatriation of Burundian refugees,,,,
,various,270,Gambia,Gambians,2017,2025,12000,12000,12000,3,,173,repatriation of Gambians from Libya; Tunesia; Algeria; Niger and other key migration routes and destionation countries in Africa and Europe,,,,
,various,360,Indonesia,Indonesians,2020,2024,4700,4700,4700,3,,216,repatriation after beeing freed from South East Asian Scam center,,,,
,various,340,Honduras,Hondurans,2024,2024,319000,319000,319000,3,,203,voluntary and forced repatriation of Hondurans from Mexico; Guatemala; El-Salvador and the US,,,,
862,Venezuela,170,Colombia,Colombians,2024,2024,5,5,5,2,FALSE,119,deportation of Colombians,,,,
704,Vietnam,,China; S.E. Asian countries,Ethnic Chinese,1977,1979,400000,700000,1000000,1,,1,Expulsion of ethnic Chinese ,TRUE,250000,for China only; 30000 to Indonesia,
894,Zambia,,Zimbabwe; Batswana; Zaire; Tanzania; Somalia,"Rhodesians, Botswana, Zaireans, Tanzanians, Somalis",1971,1972,150000,150000,150000,1,,1,expulsion of migrants from southern Africa,FALSE,,,
894,Zambia,,DRC; Tanzania; Malawi; Somalia; Mozambique,"Zaireans, Tanzanians, Malawians, Somalis, Mozambicans",1979,1979,4000,4000,4000,1,,1,expulsion of migrants worker and minortiy ethnic groups,TRUE,1000,for DRC only,
894,Zambia,180,DRC,Congolese,2021,2022,6000,6000,6000,3,,114,repatriation of Congolese from Zambia,,,,
400,Jordan,,Palestine; Lebanon,Palestinians,1971,1971,18000,19000,20000,1,,227,"expulsion of Palestinans from Jordan known as ""Black September""",,,,
414,Kuwait,,various,Palestinians,1991,1991,350000,375000,400000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,400,Jordan,Palestinians,1991,1991,250000,265000,280000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,400,Jordan,Palestinians,1991,1991,300000,300000,300000,1,,228,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,368,Iraq,Palestinians,1991,1991,2000,2000,2000,1,,227,expulsion of Palestinians from Kuwait after beginning of the 1991 gulf war,,,,
414,Kuwait,275,Palestine ,Palestinians,1991,1991,30000,35000,40000,4,,227,escape afte US-led war and occupation of Iraq,,,,
368,Iraq,,various,Palestinians,2003,2003,15000,15000,15000,1,,227,,,,,
400,Jordan,760,Syria,Syrians,2017,2017,6000,6000,6000,1,,229,deportation of Syrian refugees from Jordan,,,,
398,Kazakhstan,643,Russia,Russians,1989,1999,1748000,1748000,1748000,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,643,Russia,Russians,2000,2007,479000,479000,479000,3,,230,repatriation after collapse of the Soviet Union,,,,
398,Kazakhstan,,Germany; Russia,Russian-Germans,1991,1999,40000,40000,40000,3,,231,repatriation after collapse of the Soviet Union,,,,
860,Uzbekistan,398,Kazakhstan,Kazakhs,1991,2012,616000,616000,616000,3,,231,repatriation program for state building from Kazakhstan after collapse of the Soviet Union,,,,
156,China,398,Kazakhstan,Kazakhs,1991,2012,142000,142000,142000,3,,231,repatriation program for state building from Kazakhstan after collapse of the Soviet Union,,,,
496,Mongolia,398,Kazakhstan,Kazakhs,1991,2012,68000,68000,68000,3,,231,repatriation program for state building from Kazakhstan after collapse of the Soviet Union,,,,
795,Turkmenistan,398,Kazakhstan,Kazakhs,1991,2012,46000,46000,46000,3,,231,repatriation program for state building from Kazakhstan after collapse of the Soviet Union,,,,
643,Russia,398,Kazakhstan,Kazakhs,1991,2012,37000,37000,37000,3,,231,repatriation program for state building from Kazakhstan after collapse of the Soviet Union,,,,
398,Kazakhstan,860,Uzbekistan,Uzbeks,2011,2011,28,28,28,2,,232,deportation of Uzbeks from Kazakhstan,,,,
404,Kenya,,various,Asians with British Passports,1973,1973,23000,23000,23000,1,,233,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,826,United Kingdom,Asians with British Passports,1967,1967,13600,13600,13600,1,,234,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,826,United Kingdom,Asians with British Passports,1972,1972,27000,27000,27000,1,,235,expulsion of Asians as part of Africanization Policy after Independence,,,,
404,Kenya,706,Somalia,Somalians,2013,2014,30000,55000,80000,3,,236,repatriation of Somalian refugeees; after Westgate Mall terrorist attack also forced repatriation,,,,
404,Kenya,706,Somalia,Somalians,2014,2014,442,442,442,2,FALSE,237,deportation of Somalian refugees from Kenya,,,,
392,Japan,408,North Korea,North Koreans,1959,1984,87000,87000,87000,3,,238,repatriation of North Koreans from Japan,,,,
434,Libya,,various,Palestinians,1993,1993,10000,20000,30000,1,,239,expulsion after Libyan dissatisfaction with Oslo Accords,,,,
368,Iraq,,various,Palestinians,2003,2003,21000,21000,21000,1,,239,escape of Palestinians after systematic terror and persecution campaign from the Iraqi authorities,,,,
682,Saudi Arabia,887,Yemen,Yemenis,1991,1991,800000,800000,800000,1,,240,expulsion of Yemeni minority group and migrants from Saudi Arabia,,,,
414,Kuwait,818,Egypt,Egyptians,1991,1991,135000,135000,135000,3,,241,expulsion of Egyptian Workers after beginning of the gulf war,,,,
414,Kuwait,,various,Jordanians; Lebanese; Yemenis; Moroccans; Sudanese; Tunesians,1991,1991,80000,80000,80000,3,,241,expulsion of Arabic migrant workers and refugess after beginning of the gulf war,,,,
414,Kuwait,,various,Asian migrant workers,1991,1991,500000,500000,500000,3,,241,repatriation of Asian migrant workers after the beginning of the Iraqi Invasion,,,,
368,Iraq,356,India,Indians,1991,1991,100000,125000,150000,3,,241,repatriation of Indian migrant workers after beginning of the Iraqi Invaion of Kuwait,,,,
368,Iraq,,various,Egyptians,1991,1991,350000,350000,350000,4,,241,escape of Egyption migrant workers after Iraqi Invasion of Kuwait,,,,
414,Kuwait,364,Iran,Iranians,1991,1991,60000,60000,60000,1,,241,escape of Iranian migrant workers after Iraqi Invasion of Kuwait,,,,
414,Kuwait,,various,Bidoon people,1991,1991,10000,10000,10000,2,,242,deported because of accusation of collaboration with Iraqi forces in gulf war,,,,
414,Kuwait,,various,Bidoon people,1991,1991,140000,140000,140000,1,,242,expulsion because of accusation of collaboration with Iraqi forces in gulf war,,,,
414,Kuwait,,various,Migrant Workers,2022,2022,30000,30000,30000,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,356,India,Indians,2022,2022,6400,6400,6400,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,50,Bangladesh,Bangladeshis,2022,2022,3500,3500,3500,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,818,Egypt,Egyptians,2022,2022,3000,3000,3000,2,,243,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,608,Phillipines,Filipinos,2022,2022,3000,3000,3000,2,,244,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,231,Ethiopia,Ethiopians,2022,2022,1400,1400,1400,2,,244,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,,various,various,2023,2023,42000,42000,42000,2,,245,deportation of migrants who violated residency or laber laws,,,,
414,Kuwait,,various,various,2024,2024,21190,21190,21190,2,FALSE,246,deportation of migrants who violated residency or laber laws,,,,
418,Laos,156,China,Chinese,1975,1997,90000,90000,90000,3,,247,repatriation of Chinese migrants after deterioation of diplomatic relations due to Loatian cooperation with Vietnam,,,,
764,Thailand,418,Laos,Hmong,2009,2009,4000,4000,4000,1,,248,repatriation of Hmong People from Thailand,,,,
764,Thailand,418,Laos,Hmong,2009,2009,4500,4500,4500,1,,249,repatriation of Hmong People from Thailand,,,,
764,Thailand,418,Laos,Hmong,2009,2009,4689,4689,4689,1,,250,repatriation of Hmong People from Thailand,,,,
422,Lebanon,760,Syria,Syrians,2019,2023,6002,6002,6002,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2020,2020,863,863,863,2,,251,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon ,760,Syria,Syrians,2023,2023,1800,1800,1800,2,FALSE,252,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon ,760,Syria,Syrians,2023,2023,13772,13772,13772,2,,253,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2024,2024,433,433,433,2,FALSE,254,deportation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2017,2019,170000,170000,170000,3,,255,repatriation of Syrian refugees from Lebanon,,,,
422,Lebanon,760,Syria,Syrians,2024,2024,312400,312400,312400,3,,256,repatriation after Israeli Shelling of southern Lebanon,,,,
430,Liberia,384,Cote d'Ivoire,Ivorians,2021,2022,18208,18208,18208,3,,257,repatriation of Ivorian refugees from Liberia,,,,
438,Liechtenstein,,various,various,2022,2022,48,48,48,2,,258,deportation of criminal migrants from Liechtenstein,,,,
438,Liechtenstein,,various,various,2023,2023,33,33,33,2,,258,deportation of criminal migrants from Liechtenstein,,,,
434,Libya,380,Italy,Italians,1970,1970,20000,20000,20000,1,,259,"expulsion of ""Italian opressors"" amidst early Gaddhafis arab nationalism",,,,
434,Libya,380,Italy,Italians,1970,1970,14000,14000,14000,1,FALSE,260,"expulsion of ""Italian opressors"" amidst early Gaddhafis arab nationalism",,,,
434,Libya,380,Italy,Jews,1967,1967,6000,6000,6000,1,,261,expulsion of Jewish Minority and migrants after beginning of the six-day war in 1967,,,,
434,Libya,818,Egypt,Egyptians,1977,1977,225000,225000,225000,1,,262,expulsion of Egyptians under Muammar al-Qaddafi,,,,
434,Libya,818,Egypt,Egyptians,1976,1977,225000,225000,225000,1,,263,expulsion of Egyptians under Muammar al-Qaddafi,,,,
434,Libya,,various,Palestinians,1995,1996,13000,13000,13000,1,,264,expulsion of Palestinians due to disattisfaction with Oslo Accords,,,,
434,Libya,,various,migrant Workers from various African countries,2011,2011,790000,790000,790000,4,,265,migrant workers of various African countries escape Libya after beginning of US intervention,,,,
434,Libya,,various,various,2020,2020,5000,5000,5000,1,,266,expulsion of refugees and migrants from Libya,,,,
434,Libya,,various,various,2013,2013,36514,36514,36514,2,,267,deportation of refugees pathing trotugh Libya or the mediterannian by Libyan authorities,,,,
156,China,,various,various,2023,2023,26000,26000,26000,2,,268,deportation of illegal migrants from China,,,,
156,China ,,various,various,2024,2024,4551,4551,4551,2,FALSE,269,deportation of illegal migrants from China,,,,
450,Madagascar,250,France,French,1958,1985,51430,51430,51430,3,,270,(forced) repatriation after increasing anti-colonial sentiment from Madagasy,,,,
450,Madagascar,174,Comoros,Comorians,1976,1976,18000,18000,18000,1,,271,expulsion of Comori minority by Madagasy authorities,,,,
454,Malawi,231,Ethiopia,Ethiopians,2022,2022,500,500,500,3,,272,repatriation of detained Ethiopian refugees withouth legal documents from Malawi,,,,
454,Malawi,108,Burundi,Burundians,2023,2023,225,225,225,3,,273,repatriation of Burundian refugees,,,,
454,Malawi,508,Mozambique,Mozambicans,2025,2025,6382,6382,6382,3,,274,repatriation of Mozambican refugees,,,,
458,Malaysia,156,China,Chinese,1950,1950,2599,2599,2599,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,156,China,Chinese,1951,1951,8083,8083,8083,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,156,China,Chinese,1952,1952,5168,5168,5168,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,156,China,Chinese,1953,1953,1945,1945,1945,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,156,China,Chinese,1954,1954,848,848,848,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,156,China,Chinese,1955,1955,460,460,460,3,,275,repatriation of Chinese from Malaysia,,,,
458,Malaysia,,various,various,1998,1998,187486,187486,187486,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,,various,various,2002,2002,439727,439727,439727,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,360,Indonesia,Indonesians,2005,2005,398758,398758,398758,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,608,Phillipines,Filipinos,2007,2007,175282,175282,175282,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,,various,various,2017,2017,125061,125061,125061,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,,various,various,2018,2918,148774,148774,148774,2,FALSE,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,,various,various,2014,2018,867336,867336,867336,2,,276,(voluntary) deportations of migrant workers from Malaysia,,,,
458,Malaysia,360,Indonesia,Indonesians,2002,2002,600000,600000,600000,1,,277,expulsion of Indonesian migrant workers from Malaysia,,,,
458,Malaysia,104,Myanmar,Myanmar nationals,2021,2021,1200,1200,1200,2,FALSE,278,deportation of Myanmar refugees,,,,
458,Malaysia,104,Myanmar,Myanmar nationals,2021,2021,1089,1089,1089,2,FALSE,279,deportation of Myanmar refugees,,,,
458,Malaysia,104,Myanmar,Myanmar nationals,2022,2022,150,150,150,2,FALSE,280,deportation of Myanmar refugees,,,,
458,Malaysia,104,Myanmar,Myanmar nationals,2023,2023,114,114,114,2,FALSE,281,deportation of Myanmar refugees,,,,
462,Maldives,,various,various,2020,2020,4000,4000,4000,2,FALSE,282,deportation of undocumented migrant workers amidst coronavirus outbreak,,,,
462,Maldives,50,Bangladesh,Bangladeshis,2020,2020,7000,7000,7000,2,,283,deportation of Bangladeshi migrant workers amidst coronavirus outbreak,,,,
462,Maldives,,various,various,2022,2022,691,691,691,2,,284,deportation of foreigners from Maldives,,,,
462,Maldives,,various,various,2022,2022,2050,2050,2050,3,,284,repatriation of foreigners from Maldives,,,,
462,Maldives,,various,various,2023,2024,4054,4054,4054,2,FALSE,285,deportation of foreigners from Maldives,,,,
462,Maldives,,various,various,2024,2024,5613,5613,5613,2,,286,deportation of foreigners from Maldives,,,,
466,Mali,562,Niger,Nigeriens,2013,2013,3127,3127,3127,3,FALSE,287,repatriation of Nigerien refugees from Mali,,,,
478,Mauritania,466,Mali,Mauritanians,1989,1990,25000,27500,30000,1,,288,expulsion of black Mauritanians from Mauritania,,,,
,various,466,Mali,Malians,2008,2008,11075,11075,11075,3,FALSE,287,repatriatin of Malians from all over the world,,,,
266,Gabon ,466,Mali,Malians,2015,2015,129,129,129,1,FALSE,289,expulsion of Malian migrants from Gabon,,,,
478,Mauritania,686,Senegal,Mauritanians,1989,1990,40000,45000,50000,1,,290,expulsioon of Peul; Wolof; Soninke and Bambara ethnic groups to Senegal refugee camps,,,,
,various,478,Mauritania,Mauritanians,1994,1997,30000,30000,30000,3,,291,repatriation of Mauritanina refugees from neighbouring countries,,,,
686,Senegal,478,Mauritania,Mauritanians,2011,2012,24000,24000,24000,3,,292,repatriation of Mauritanina refugees from Senegal,,,,
478,Mauritania,,various,various,2003,2003,50,50,50,1,,293,expulsion of irregular migrants from Mauritania,,,,
478,Mauritania,,various,various,2004,2004,250,250,250,1,,293,expulsion of irregular migrants from Mauritania,,,,
478,Mauritania,,various,various,2005,2005,3250,3250,3250,1,,293,expulsion of irregular migrants from Mauritania,,,,
478,Mauritania,,various,various,2006,2006,11637,11637,11637,1,,293,expulsion of irregular migrants from Mauritania,,,,
478,Mauritania,,various,various,2007,2007,6634,6634,6634,1,,293,expulsion of irregular migrants from Mauritania,,,,
478,Mauritania,,Senegal; Mali,various,2009,2009,1750,1750,1750,1,,294,expulsion of refugees transiting Mauritania trying to migrate to Europe,,,,
480,Mauritius,,various,Chagossians,1965,1973,2323,2323,2323,1,,295,expulsion of Chagossians from Mauritius,,,,
175,Mayotte,174,Comoros,Comorians,2018,2024,175000,175000,175000,2,,296,deportation of Camorian refugees by the french authorities,,,,
520,Nauru,,Kiribati; Tuvalu,Kiribati and Tuvalu nationals,2006,2006,1500,1500,1500,2,,297,deportation of Kiribati and Tuvalu migrant workers after layoff in phosphate mining industry,,,,
496,Mongolia,156,China,Chinese,1962,1962,8000,8000,8000,3,,298,repatriation of Chinese from Mongolia after Mongolian association with Soviet perspective in Sino-Soviet quarrels,,,,
496,Mongolia,156,China,Chinese,1983,1983,7000,7000,7000,1,,299,expulsion of Chinese migrant workers after diplomatic relations deterrioated in sight of Sino-Soviet tensions,,,,
496,Mongolia,156,China,Chinese,2019,2019,800,800,800,2,FALSE,300,deportation of Chinese migrant workers without working permit,,,,
496,Mongolia,156,China,Chinese,2025,2025,20,20,20,2,FALSE,301,deportation of Chinese migrant workers without working permit,,,,
499,Montenegro,70,Bosnia,Bosnian Muslims,1992,1992,83,83,83,2,FALSE,302,deportation of Bosnian Muslims from Montenegro to Bosniain early stage of the Yugoslavian war,,,,
504,Morocco,376,Israel,Jews,1950,1971,215000,240000,265000,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1971,2021,32500,32500,32500,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1948,1951,28000,28000,28000,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1952,1952,18000,18000,18000,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1953,1956,64000,64000,64000,3,,303,jews moving to Israel ,,,,
504,Morocco,,various,Europeans,1956,2014,416000,416000,416000,3,,304,repatriation of Europeans (mainly french) after independence,,,,
12,Algeria,250,France,French; Jewish,1962,1963,800000,800000,800000,3,,305,repatriation of Europeans (mainly french) after independence,,,,
12,Algeria,504,Morocco,Moroccans,1975,1975,500000,500000,500000,1,,306,,,,,
12,Algeria,504,Morocco,Moroccans,1960,1979,400000,400000,400000,1,,307,,,,,
12,Algeria,504,Morocco,Moroccans,1976,1976,40000,40000,40000,1,,308,,,,,
12,Algeria,504,Morocco,Moroccans,1975,1975,350000,350000,350000,1,,309,,,,,
504,Morocco,12,Algeria,various,2006,2006,200,200,200,2,FALSE,310,deportation of illegal refugees to Algerian border region,,,,
504,Morocco,,various,various,2005,2005,295,295,295,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2006,2006,51,51,51,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2007,2007,892,892,892,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2008,2008,210,210,210,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2009,2009,1119,1119,1119,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2010,2010,501,501,501,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2011,2011,453,453,453,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2012,2012,112,112,112,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2013,2013,597,597,597,3,,311,repatriation of refugees from Morocco,,,,
