origin_id,origin_name,target_id,target_name,expelled_group,year,mean_estimate,event_type,is_annual_estimate,data_source_id,description,in_unhcr,unhcr_numer,comment,difference_unhcr_mean_estimate
504,Morocco,,various,Europeans,1982,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1983,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1984,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1985,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1986,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1987,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1988,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1989,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1990,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1991,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1992,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1993,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1994,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1995,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1996,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1997,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1998,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,1999,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2000,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2001,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2002,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2003,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2004,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2005,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2006,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2007,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2008,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2009,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2010,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2011,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2012,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2013,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,,various,Europeans,2014,7051,3,,304,repatriation of Europeans (mainly french) after independence,,,,
504,Morocco,376,Israel,Jews,1971,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1972,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1973,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1974,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1975,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1976,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1977,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1978,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1979,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1980,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1981,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1982,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1983,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1984,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1985,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1986,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1987,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1988,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1989,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1990,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1991,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1992,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1993,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1994,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1995,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1996,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1997,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1998,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,1999,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2000,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2001,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2002,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2003,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2004,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2005,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2006,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2007,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2008,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2009,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2010,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2011,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2012,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2013,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2014,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2015,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2016,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2017,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2018,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2019,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2020,637,3,,303,jews moving to Israel ,,,,
504,Morocco,376,Israel,Jews,2021,637,3,,303,jews moving to Israel ,,,,
504,Morocco,,various,various,2005,295,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,12,Algeria,various,2006,200,2,FALSE,310,deportation of illegal refugees to Algerian border region,,,,
504,Morocco,,various,various,2006,51,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2007,892,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2008,210,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2009,1119,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2010,501,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2011,453,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2012,112,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2013,597,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2014,1158,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2015,1399,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2016,1500,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2017,1733,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2018,1508,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2019,1370,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2020,796,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2021,2377,3,,311,repatriation of refugees from Morocco,,,,
504,Morocco,,various,various,2022,2457,3,,311,repatriation of refugees from Morocco,,,,
508,Mozambique,,Portugal; South Africa; Brazil,Portugese,1975,50000,3,,312,repatriation of Portugese after independence of Mozambique,,,,
104,Myanmar,356,India,Indians (Tamils),1962,100000,1,,1,,FALSE,NA,,
104,Myanmar,356,India,Indians (Tamils),1963,100000,1,,1,,FALSE,NA,,
104,Myanmar,356,India,Indians (Tamils),1964,100000,1,,1,,FALSE,NA,,
104,Myanmar,356,India,Indians,1962,66667,3,,323,,,,,
104,Myanmar,356,India,Indians,1962,100000,3,,323,,,,,
104,Myanmar,356,India,Indians,1963,66667,3,,323,,,,,
104,Myanmar,356,India,Indians,1963,100000,3,,323,,,,,
104,Myanmar,356,India,Indians,1964,66667,3,,323,,,,,
104,Myanmar,356,India,Indians,1964,100000,3,,323,,,,,
104,Myanmar,356,India,Indians,1963,150000,1,,209,expulsion by xenophobia against indians,,,,
104,Myanmar,356,India,Indians,1964,150000,1,,209,expulsion by xenophobia against indians,,,,
104,Myanmar,156,China,Chinese,1963,50000,1,,209,expulsion by xenophobia against chinese,,,,
104,Myanmar,156,China,Chinese,1964,50000,1,,209,expulsion by xenophobia against chinese,,,,
104,Myanmar,50,Bangladesh,Rohingya,1978,200000,1,,320,,,,,
104,Myanmar,50,Bangladesh,Rohingya,1991,125000,1,,320,,,,,
104,Myanmar,50,Bangladesh,Rohingya,1992,125000,1,,320,,,,,
104,Myanmar,50,Bangladesh,Rohingya,2016,90000,1,,321,,,,,
104,Myanmar,50,Bangladesh,Rohingya,2017,400000,1,,322,,,,,
104,Myanmar,360,Indonesia,Indonesians,2025,500,3,,216,repatriation after beeing freed from Myanmar Scam center,,,,
516,Namibia,72,Botswana,Caprivi,1998,2000,1,,324,,,,,
516,Namibia,24,Angola,Angolans,2006,128,1,,327,,,,,
516,Namibia,24,Angola,Angolans,2012,3000,3,,325,,,,,
516,Namibia,180,DRC,Congolese (Kinshasa),2023,96,3,FALSE,326,repatriation of Congolese refugees from Namibia,,,,
520,Nauru,,Kiribati; Tuvalu,Kiribati and Tuvalu nationals,2006,1500,2,,297,deportation of Kiribati and Tuvalu migrant workers after layoff in phosphate mining industry,,,,
524,Nepal,156,China,Tebetans,2003,18,2,FALSE,330,deportation of Tibetan asylum seekers to the Chinese authorities,,,,
524,Nepal,,various,various,2013,285,2,,328,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2014,285,2,,328,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2015,285,2,,328,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2016,285,2,,328,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2017,285,2,,328,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2018,319,2,,329,deportation of foreign nationals primarily for overstaying their visas,,,,
524,Nepal,,various,various,2019,319,2,,329,deportation of foreign nationals primarily for overstaying their visas,,,,
,New Caledonia; Vanuatu,704,Vietnam,Vietnamese,1960,1200,3,,331,,,,,
,New Caledonia; Vanuatu,704,Vietnam,Vietnamese,1961,1200,3,,331,,,,,
,New Caledonia; Vanuatu,704,Vietnam,Vietnamese,1962,1200,3,,331,,,,,
,New Caledonia; Vanuatu,704,Vietnam,Vietnamese,1963,1200,3,,331,,,,,
,New Caledonia; Vanuatu,704,Vietnam,Vietnamese,1964,1200,3,,331,,,,,
554,New Zealand,776,Tonga,Tongans,2009,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2010,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2011,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2012,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2013,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2014,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2015,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2016,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2017,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2018,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2019,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2020,21,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2009,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2010,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2011,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2012,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2013,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2014,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2015,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2016,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2017,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2018,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2019,22,2,,124,deportation of criminal Tongans,,,,
554,New Zealand,776,Tonga,Tongans,2020,22,2,,124,deportation of criminal Tongans,,,,
,New Zealand,,Tonga,Tongans,2009,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2010,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2011,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2012,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2013,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2014,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2015,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2016,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2017,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2018,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2019,21,2,,442,deportation of Tongans from the US,,,,
,New Zealand,,Tonga,Tongans,2020,21,2,,442,deportation of Tongans from the US,,,,
562,Niger,204,Benin,Beninois,1963,8000,1,,332,,,,,
562,Niger,204,Benin,Beninese (Dahomeyans),1963,3459,1,,1,,FALSE,,,
562,Niger,204,Benin,Beninese (Dahomeyans),1963,8000,1,,1,,FALSE,,,
562,Niger,204,Benin,Beninese (Dahomeyans),1964,3459,1,,1,,FALSE,,,
562,Niger,204,Benin,Beninese (Dahomeyans),1964,8000,1,,1,,FALSE,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad; Togo; Benin,Ghanaians; Nigeriens; Cameroonians; Chadians; Togolese; Beninese,1983,1500000,1,,1,,FALSE,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad; Togo; Benin,Ghanaians; Nigeriens; Cameroonians; Chadians; Togolese; Beninese,1983,2000000,1,,1,,FALSE,,,
566,Nigeria,288,Ghana,Ghanaians,1983,700000,1,,46,,,,,
566,Nigeria,288,Ghana,Ghanaians,1983,900000,1,,60,,,,,
566,Nigeria,288,Ghana,Ghanaians,1983,1200000,1,,60,,,,,
566,Nigeria,768,Togo,Togolese,1983,500,1,,46,,,,,
566,Nigeria,204,Benin,Beninese,1983,5000,1,,46,,,,,
566,Nigeria,148,Chad,Chadians,1983,150000,1,,46,,,,,
566,Nigeria,148,Chad,Chadians,1983,1500000,1,,46,,,,,
566,Nigeria,562,Niger,Nigeriens,1983,18000,1,,46,,,,,
566,Nigeria,120,Cameroon,Cameroonians,1983,120000,1,,46,,,,,
566,Nigeria,,Mali; Senegal; Cote d'Ivoire,Malians; Senegalese; Ivorer,1983,5000,1,,46,,,,,
566,Nigeria,288,Ghana,Ghanians,1983,1000000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,562,Niger,Nigeriens,1983,200000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,148,Chad,Chadians,1983,150000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,120,Cameroon,Cameroonians,1983,150000,1,,178,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,,various,West Africans,1983,2000000,1,,179,expulsion of migrant workers and minority ethnic groups,,,,
566,Nigeria,288,Ghana,Ghanians,1983,700000,1,,338,,,,,
566,Nigeria,562,Niger,Nigeriens,1983,180000,1,,338,,,,,
566,Nigeria,120,Cameroon,Cameroonians,1983,120000,1,,338,,,,,
566,Nigeria,148,Chad,Chadians,1983,5000,1,,338,,,,,
566,Nigeria,768,Togo,Togolese,1983,5000,1,,338,,,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad,Ghanians; Nigerians; Cameroonians; Chadians,1985,200000,1,,1,,FALSE,,,
566,Nigeria,,Ghana; Nigeria; Cameroon; Chad,Ghanians; Nigerians; Cameroonians; Chadians,1985,700000,1,,1,,FALSE,,,
566,Nigeria,768,Togo,Togolese,1985,7971,1,,46,,FALSE,,,
566,Nigeria,768,Togo,Togolese,1985,7971,1,,46,,FALSE,,,
566,Nigeria,204,Benin,Beninese,1985,12000,1,,46,,,,,
566,Nigeria,768,Togo,Togolese,1985,15000,1,,46,,,,,
566,Nigeria,384,Cote d'Ivoire,Ivorer,1985,10,1,,46,,,,,
566,Nigeria,466,Mali,Malians,1985,6000,1,,46,,,,,
566,Nigeria,562,Niger,Nigeriens,1985,38000,1,,46,,,,,
566,Nigeria,430,Liberia,Liberians,1985,20,1,FALSE,46,,,,,
566,Nigeria,694,Sierra Leone,Sierra Leoneans,1985,50,1,FALSE,46,,,,,
566,Nigeria,270,Gambia,Gambians,1985,20,1,FALSE,46,,,,,
566,Nigeria,686,Senegal,Senegalese,1985,30,1,FALSE,46,,,,,
566,Nigeria,854,Burkina Faso,Burkinabe,1985,80,1,FALSE,46,,,,,
566,Nigeria,288,Ghana,Ghanians,1985,300000,1,,46,,FALSE,,,
566,Nigeria,562,Niger,Nigeriens,1985,100000,1,,46,,FALSE,,,
566,Nigeria,288,Ghana,Ghanians,1985,100000,1,,181,expulsion of Ghanian migrant workers,,,,
566,Nigeria,148,Chad,Chadians,1994,166667,1,,17,,FALSE,,,
566,Nigeria,148,Chad,Chadians,1995,166667,1,,17,,FALSE,,,
566,Nigeria,148,Chad,Chadians,1996,166667,1,,17,,FALSE,,,
,Nigeria,,Togo,Togolese,2015,100,2,,439,deportation of Togolese from Nigeria,,,,
566,Nigeria ,226,Guinea,Guineans,1985,30,1,FALSE,46,,,,,
512,Oman,,various,various,2006,10000,2,,341,deportation of migrant workers,,,,
512,Oman,,various,Indian; Bangladeshi; Pakistani; Filipino; etc.,2010,70000,2,,342,deportation of irregular migrant workers,,,,
512,Oman,,various,various,2015,14254,2,,341,deportation of migrant workers,,,,
,Oman,,Yemen,Ethiopians,2025,315,2,FALSE,471,deportation of Ethiopaians from Oman to Yemen,,,,
586,Pakistan,50,Bangladesh,Bangladeshis,1973,121695,3,,343,repatriation of Bangladeshis from Pakistan after Delhi Agreement,,,,
586,Pakistan,50,Bangladesh,Bangladeshis,1973,118070,3,,344,repatriation of Bangladeshis from Pakistan after Delhi Agreement,,,,
586,Pakistan,50,Bangladesh,Bangladeshis,1973,60000,3,,349,repatriation of Bangladeshis from Pakistan after Delhi Agreement,,,,
586,Pakistan,50,Bangladesh,Bangladeshis,1974,60000,3,,349,repatriation of Bangladeshis from Pakistan after Delhi Agreement,,,,
586,Pakistan,4,Afghanistan,Afghans,2002,753333,3,,345,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2003,753333,3,,345,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2004,753333,3,,345,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2016,500000,1,,1,,TRUE,,2014: 283548 2015: -42844 2016: -197738 2017: 16158,
586,Pakistan,4,Afghanistan,Afghans,2016,565000,1,,1,,TRUE,,2014: 283548 2015: -42844 2016: -197738 2017: 16158,
586,Pakistan,4,Afghanistan,Afghans,2016,565000,3,,347,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2023,280810,3,FALSE,348,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2024,280810,3,FALSE,348,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2025,280810,3,FALSE,348,repatriation of Afghan migrants from Pakistan,,,,
586,Pakistan,4,Afghanistan,Afghans,2023,13559,2,FALSE,348,deportation of Afghan migrants from Pakistan,,,subgroup of 842429 repatriated in the same time,
586,Pakistan,4,Afghanistan,Afghans,2024,13559,2,FALSE,348,deportation of Afghan migrants from Pakistan,,,subgroup of 842429 repatriated in the same time,
586,Pakistan,4,Afghanistan,Afghans,2025,13559,2,FALSE,348,deportation of Afghan migrants from Pakistan,,,subgroup of 842429 repatriated in the same time,
585,Palau,156,China,Chinese,2024,20,2,FALSE,350,deportation of Chinese involved in scam themes operating from Palau,,,,
585,Palau,156,China,Chinese,2025,20,2,FALSE,350,deportation of Chinese involved in scam themes operating from Palau,,,,
591,Panama,,various,various,2010,1004,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2011,501,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2012,490,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2013,353,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2014,428,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2015,513,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2016,482,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2017,554,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2018,672,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2019,667,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2020,187,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2021,131,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2022,224,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2023,528,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2023,432,2,,193,deportation of migrants,,,,
591,Panama,,various,various,2024,432,2,,193,deportation of migrants,,,,
591,Panama,170,Colombia,Colombians,2024,77,2,,119,,,,,
591,Panama,,various,various,2024,1847,2,,351,deportation of irregular or criminal migrants from Panama,,,,
591,Panama,,various,various,2025,228,2,FALSE,351,deportation of irregular or criminal migrants from Panama,,,,
600,Paraguay,,various,various,2020,93,2,,352,deportation of irregular or criminal migrants from Paraguay,,,,
600,Paraguay,,various,various,2021,93,2,,352,deportation of irregular or criminal migrants from Paraguay,,,,
600,Paraguay,,various,various,2022,93,2,,352,deportation of irregular or criminal migrants from Paraguay,,,,
600,Paraguay,,various,various,2023,93,2,,352,deportation of irregular or criminal migrants from Paraguay,,,,
,Peru,,Venezuela,Venezuelans,2019,1900,2,,353,deportation of irregular or criminal Venezuelan migrants from Peru,,,,
,Peru,,various,various,2024,462,2,FALSE,355,deportation of irregular or criminal migrants from Peru,,,,
,Peru,,various,various,2025,760,2,,354,deportation of irregular or criminal migrants from Peru,,,,
,Poland,,Germany,Germans,1951,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1952,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1953,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1954,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1955,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1956,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1957,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1958,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1959,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1960,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1961,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1962,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1963,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1964,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1965,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1966,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1967,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1968,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1969,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1970,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1971,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1972,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1973,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1974,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1975,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1976,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1977,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1978,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1979,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1980,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1981,27938,3,,356,repatriation of Germans from Poland,,,,
,Poland,,Germany,Germans,1982,27938,3,,356,repatriation of Germans from Poland,,,,
