data_source_id,data_source_type,author,year,title,link
306,8,Association des Marocains Civtimes dExpulsion Arbitraire dAlgerie,2018,AMVEAA report on the issue of the rights of Moroccan families expelled from Algeria in 1975,https://ccprcentre.org/files/documents/INT_CCPR_CSS_DZA_31388_E.pdf
307,3,Fernandez; Enrique,2023,Marruecos clama justicia frente a Argelia por el dolor ocasionado en la Marcha Negra,https://www.atalayar.com/en/articulo/politics/morocco-calls-justice-against-algeria-pain-caused-black-march/20230322111110182289.html
308,3,Kasraouni; Safaa,2019,Video Shows Testimonies of Moroccans Expelled from Algeria in 1975,https://www.moroccoworldnews.com/2019/12/74576/testimonies-moroccans-algeria/
309,3,Hespress,2022,Abderrazak El Hannouchi: The file of Moroccans expelled from Algeria is a Mere and Immortal Human Rights Case,https://en.hespress.com/44688-abderrazak-el-hannouchi-the-file-of-moroccans-expelled-from-algeria-is-a-mere-and-immortal-human-rights-case.html
310,7,Amnesty International,2007,Respecting human rights when cooperating with third countries in the field of migration,https://www.amnesty.org/es/wp-content/uploads/2021/07/ior610032007en.pdf
311,8,International Organization for Migration,2022,Assisted Voluntary Return and Reintegration in Morocco,https://mena.iom.int/sites/g/files/tmzbdl686/files/documents/2023-03/Rapport_Annuel_EN_AVRR_20230310.pdf
312,10,Wood; Barry D.,2019,Mozambique: 44 years from liberation,https://www.politicsweb.co.za/opinion/mozambique-44-years-from-liberation
313,1,Eldrige; Claire & Kalter; Christoph & Taylor; Becky,2022,"Migrations of Decolonization, Welfare, and the Unevenness of Citizenship in the UK, France and Portugal*",https://academic.oup.com/past/article/259/1/155/6599233?login=false
314,8,UNHCR,1996,Evaluation of UNHCR's Repatriation Operation to Mozambique,https://www.unhcr.org/us/publications/evaluation-unhcrs-repatriation-operation-mozambique
315,8,Human Rights Watch,unknown,Introduction,https://www.hrw.org/legacy/reports98/sareport/Adv2c.htm
316,8,South African Government,2025,Home Affairs deportations surge to over 46 000 in 2024/25 – more than France and Germany combined,https://www.gov.za/news/media-statements/home-affairs-202425-deportations-02-apr-2025
317,8,Crush; Jonathan,2008,South Africa: Policy in the Face of Xenophobia,https://www.migrationpolicy.org/article/south-africa-policy-face-xenophobia
318,8,Human Rights Watch,unknown,Failings in the Asylum and Deportation Systems Leading to Refoulement of Zimbabweans,https://www.hrw.org/reports/2008/southafrica0608/8.htm
319,8,Center for Development and Enterprise,2008,"Migration from Zimbabwe - Numbers, needs, and policy options",https://www.cde.org.za/wp-content/uploads/2018/07/Migration-from-Zimbabwe-Numbers-needs-and-policy-options-CDE-Report.pdf
320,8,Human Rights Watch,unknown,Historical Background,https://www.hrw.org/reports/2000/burma/burm005-01.htm
321,8,Amnesty International,2018,"Explainer: Rohingya refugees face crowded camps, dangerous sea journeys and COVID-19",https://www.amnesty.org/en/latest/news/2018/11/why-rohingya-refugees-shouldnt-be-sent-back-to-myanmar/
322,8,Amnesty International,2017,UN: Myanmar Rohingya exodus exposes abject failure of world leaders to deliver solution to refugee crisis,https://www.amnesty.org/en/latest/press-release/2017/09/myanmar-rohingya-exodus-exposes-abject-failure-of-world-leaders-at-un-to-deliver-solution-to-refugee-crisis/
323,1,Egreteau; Renaud,2014,The Idealization of a Lost Paradise: Narratives of Nostalgia and Traumatic Return Migration among Indian Repatriates from Burma since the 1960s,https://colab.ws/articles/10.1353%2Fjbs.2014.0002
324,8,Amnesty International,2000,Angola and Namibia - Human rights abuses in the border area,https://www.amnesty.org/ar/wp-content/uploads/2021/06/afr030012000en.pdf
325,8,UNHCR,2012,Angolan refugees return home from Namibia ahead of June deadline,https://www.unhcr.org/news/briefing-notes/angolan-refugees-return-home-namibia-ahead-june-deadline
326,8,UNHCR,2023,Refugees from DR Congo prepare to return home from Namibia,https://www.unhcr.org/africa/news/press-releases/refugees-dr-congo-prepare-return-home-namibia-2
327,8,United States Committee for Refugees and Immigrants,2007,U.S. Committee for Refugees and Immigrants World Refugee Survey 2007 - Namibia,https://www.refworld.org/reference/annualreport/uscri/2007/en/45938
328,13,Nepal in Data,2018,Govt keeping tab on foreigners visiting Nepal,https://nepalindata.com/ne/Govt-keeping-tab-on-foreigners-visiting-Nepal/
329,13,Nepal in Data,2019,638 foreign nationals deported in 2018-19,https://nepalindata.com/ne/638-foreign-nationals-deported-in-2018-19/
330,8,UNHCR,2003,UNHCR gravely concerned about deported Tibetans,https://www.unhcr.org/news/news-releases/unhcr-gravely-concerned-about-deported-tibetans
331,1,Murphy; Gwenael,2020,Les Tonkinois devant la justice criminelle de la Nouvelle-Calédonie (1892-1931),https://www.researchgate.net/publication/339090021_Les_Tonkinois_devant_la_justice_criminelle_de_la_Nouvelle-Caledonie_1892-1931_etude_realisee_en_vue_d'une_exposition_sur_l'histoire_des_travailleurs_engages_vietnamiens_dans_le_monde_a_la_demande_des_
332,3,Bruce; Nii Lante Wallace,1985,The Collective Expulsion of Foreign Nationals,https://www5.austlii.edu.au/au/journals/AUIntLawNews/1985/6.pdf
333,2,Purdey; Jemma,2006,Anti-Chinese Violence in Indonesia 1996-1999,https://books.google.de/books?id=nbTteGazfx8C&q=violence+against+chinese+Indonesians&pg=PA219&redir_esc=y#v=snippet&q=102%2C000&f=false
334,8,Minority Rights Group,unknown,Chinese (Hoa) in Vietnam,https://minorityrights.org/communities/chinese-hoa/
335,3,Dickey; Christopher,1985,Tunesian-Libyan Border tense after Expulsions,https://www.washingtonpost.com/archive/politics/1985/09/13/tunisian-libyan-border-tense-after-expulsions/070a52ca-e60e-457f-a29f-8ea9f15d9da7/
336,8,Office of the Historian,1969,"Foreign Relations of the United States, 1969-1976, Volume e-4, Documents on Iran and Iraq",https://history.state.gov/historicaldocuments/frus1969-76ve04/d251
337,3,SFGate,2025,"More than 1,800 migrants expelled from Algeria into Niger, rights group says",https://www.sfgate.com/news/world/article/more-than-1-800-migrants-expelled-from-algeria-20292919.php
338,8,Gary-Tounkara; Daouda,2015,A Reappraisal of the Expulsion of Illegal Immigrants from Nigeria in 1983,https://doaj.org/article/f73d547532e54fe0b18b4b491ca4d743
339,3,Tijani; Abdullah,2019,Ghana’s Deportation of Nigerians is a new Chapter in a Very Ugly History that Must End,https://www.africanliberty.org/2019/03/06/ghanas-deportation-of-nigerians-is-a-chapter-in-a-very-ugly-history-that-must-end/
340,8,Human Rights Watch,1994,Denying Ethnic Identity - The Macedonian Greece,https://www.hrw.org/reports/pdfs/g/greece/greece945.pdf
341,8,Global Immigration Detention Observatory,2020,Oman Immigration Detention Data Profile,https://www.globaldetentionproject.org/wp-content/uploads/2020/11/Oman-Immigration-Detention-Data-Profile-2020.pdf
342,8,Gulf Labour Markets and Migration,2018,"Demography, Migration, and the Labour Market in Oman",https://gulfmigration.grc.net/media/pubs/exno/GLMM_EN_2018_07.pdf
343,10,Gauthier; Bradley,unknown,Delhi Agreement 1973,https://blog.bradleygauthier.com/delhi-agreement-1973-pdf/
344,8,Reliefweb,2012,ICRC honoured for helping victims of 1971 conflict,https://reliefweb.int/report/bangladesh/icrc-honoured-helping-victims-1971-conflict
345,8,UNHCR,2004,UNHCR sees the 2001 Afghan emergency fade into history,https://www.unhcr.org/news/unhcr-sees-2001-afghan-emergency-fade-history
346,8,UNHCR,2012,2012 UNHCR country operations profile - Afghanistan,https://web.archive.org/web/20120604063834/http://www.unhcr.org/cgi-bin/texis/vtx/page?page=49e486eb6
347,8,Human Rights Watch,2017,"Pakistan Coercion, UN Complicity",https://www.hrw.org/report/2017/02/13/pakistan-coercion-un-complicity/mass-forced-return-afghan-refugees
348,8,UNHCR,2025,UNHCR-IOM Flash Update Number 36,https://pakistan.iom.int/sites/g/files/tmzbdl1121/files/documents/2025-03/unhcr-iom-flash-update-36-v2.pdf
349,1,Chattha; Ilyas,2024,"Prisoners of Pakistan: Bengali military personnel and civil servants in Pakistan, 1971–1974",https://www.cambridge.org/core/journals/modern-asian-studies/article/prisoners-of-pakistan-bengali-military-personnel-and-civil-servants-in-pakistan-19711974/A1DD8500DB876D2C3BEC764676E0CF61
350,8,Paskal; Clea,2025,"Palau deports Chinese criminals, reinforces Indo-Pacific security",https://www.fdd.org/analysis/op_eds/2025/04/06/palau-deports-chinese-criminals-reinforces-indo-pacific-security/
351,13,Migracion Panama,2025,Statistics,https://www.migracion.gob.pa/estadisticas/
352,8,Direccion Nacional de Migraciones,2023,Infrorme de Gestion Rendicion de Cuentas 2020-2023,https://migraciones.gov.py/uplmoo9eib8eefou3ooze4y/2024/09/Rendicion_de_Cuentas_Migraciones_2020-2023.pdf
353,8,United Natins Human Rights Office of the High Commissioner,2024,"Experts of the Committee on Migrant Workers Commend Peru on Assistance to Peruvian Nationals Detained Abroad, Raise Questions on the Treatment of Venezuelan Migrants and Migration due to Climate Change",https://www.ohchr.org/en/meeting-summaries/2024/12/experts-committee-migrant-workers-commend-peru-assistance-peruvian
354,8,Government of Peru,2025,Migraciones realizó más de mil operativos y ordenó la expulsión de más de 760 extranjeros,https://www.gob.pe/institucion/migraciones/noticias/1141934-migraciones-realizo-mas-de-mil-operativos-y-ordeno-la-expulsion-de-mas-de-760-extranjeros
355,3,Berrios; Manuel Rojas,2024,More than 460 foreigners were expelled from Peru in 2024: Only four lived in Lima.,https://www.infobae.com/peru/2024/06/10/migraciones-mas-de-460-extranjeros-fueron-expulsados-de-peru-en-2024-solo-cuatro-vivian-en-lima/
356,2,Reichling; Gerhardt,1986,Die deutschen Vertriebenen in Zahlen,https://www.econbiz.de/Record/die-deutschen-vertriebenen-in-zahlen-reichling-gerhardt/10009586253
357,8,focus Migratin,2008,Country Profile - Poland,https://www.bpb.de/system/files/dokument_pdf/CP03_Poland_Update.pdf
358,8,Minority Rights Group,unknown,Dominicans in Puerto Rico,https://minorityrights.org/communities/dominicans/
359,8,Groupe SOS Solidarites,2022,Centres et Locaux de retention administrative,https://www.lacimade.org/wp-content/uploads/2023/04/RA_CRA_2022_web.pdf
360,8,IZA Institute of Labor Economics,2016,"International Migration, Return Migration, and their Effects: A Comprehensive Review on the Romanian Case",https://docs.iza.org/dp10445.pdf
361,8,European Parliament,1999,Migration and Asylum in Central and Eastern Europe Libe 104 EN,https://www.europarl.europa.eu/workingpapers/libe/104/romania_en.htm
362,8,Global Detention Project,2019,Country Report - Immigration Detention in Romania: With a Little Help from the EU,https://www.globaldetentionproject.org/wp-content/uploads/2019/11/GDP-Immigration-Detention-in-Romania-Online-Amended.pdf
363,8,Global Immigration Detention Observatory,2020,Romania Immigration Detention Data Profile,https://www.globaldetentionproject.org/wp-content/uploads/2020/11/Romania-Detention-Data-Profile-2020.pdf
364,3,Desku; Arta,2024,"Romania Deported 1,222 Irregular Migrants in 2023",https://schengenvisainfo.com/news/romania-deported-1222-irregular-migrants-in-2023/#google_vignette
365,8,European Council on Refugees and Exiles,2024,Access to the Territory and Push Backs - Romania,https://asylumineurope.org/reports/country/romania/asylum-procedure/access-procedure-and-registration/access-territory-and-push-backs/
366,2,Melkonian; Markar,2008,My Brother’s Road: An American’s Fateful Journey to Armenia ,https://dokumen.pub/my-brothers-road-an-americans-fateful-journey-to-armenia-9780755610044-9781845115302.html
367,8,Council of Europe,2007,"Working Paper, 2006 ordinary session (third part)",https://books.google.de/books/about/Documents.html?id=lp_myXRm7sMC&redir_esc=y
368,8,Human Rights Watch,2007,Conclusion,https://www.hrw.org/reports/2007/russia1007/7.htm
369,8,Re:Russia,2024,Migration-occupation Balance: The Kremlin Motives Behind Limiting The Inflow Of Migrants,https://re-russia.net/en/analytics/0231/
370,8,Amnesty International,1996,"Rwanda / Burundi: Refoulement / fear of extrajudicial execution: 392 Burundi refugees forcibly expelled from Rwanda, more than 3,000 others threatened with expulsion",https://www.amnesty.org/en/documents/afr02/009/1996/en/
371,8,Reliefweb,1996,WFP Emergency Report No. 47 of 1996: East Africa,https://reliefweb.int/report/democratic-republic-congo/wfp-emergency-report-no-47-1996-east-africa
372,8,Reliefweb,2002,USCR calls on Rwanda to end forced return of Congolese refugees,https://reliefweb.int/report/democratic-republic-congo/uscr-calls-rwanda-end-forced-return-congolese-refugees
373,8,UNHCR,2003,U.S. Committee for Refugees World Refugee Survey 2003 - Rwanda,https://www.refworld.org/reference/annualreport/uscri/2003/en/21998
374,10,Stevenson; Thomas,1993,Yemeni Workers Come Home,https://merip.org/1993/03/yemeni-workers-come-home/
375,8,Foreign Policy Association,unknown,Saudi Arabia’s Undocumented Workers Repatriated,https://fpa.org/saudi-arabias-undocumented-workers-repatriated/
376,8,Global Detention Project,2016,Immigration Detention in Saudi Arabia,https://www.globaldetentionproject.org/wp-content/uploads/2016/06/gdp_saudi_arabia_immigration_detention_report_jan_16.pdf
377,8,Global Detention Project,2017,Submission to the UN Committee on the Elimination of Discrimination against Women: Saudi Arabia,https://www.globaldetentionproject.org/submission-to-the-un-committee-on-the-elimination-of-discrimination-against-women-saudi-arabia
378,8,Amnesty International,2024,Saudi Arabia 2024,https://www.amnesty.org/en/location/middle-east-and-north-africa/middle-east/saudi-arabia/report-saudi-arabia/
379,8,UNHCR,2009,World Refugee Survey 2009 - Saudi Arabia,https://www.refworld.org/reference/annualreport/uscri/2009/en/67746
380,3,Khan; Ghazanfar Ali,2008,"Over 23,600 Indonesian workers deported this year",https://www.arabnews.com/node/319324
381,3,Al Jazeera,2007,Spain expels hundreds of Africans,https://www.aljazeera.com/news/2007/1/21/spain-expels-hundreds-of-africans
382,1,Parker; Ron,2008,The Senegal–Mauritania Conflict of 1989: a Fragile Equilibrium,https://www.cambridge.org/core/journals/journal-of-modern-african-studies/article/abs/senegalmauritania-conflict-of-1989-a-fragile-equilibrium/54641CB928CF49AEFB9F5C34DCF75554
383,10,The St. Martin Project,unknown,Migrations,https://stmartinproject.conncoll.edu/migrations/
384,2,Benoit; Catherine,2008,Saint Martin’s Change Of Political Status: Inscribing Borders And Immigration Laws Onto Geographical Space,https://www.gisti.org/IMG/pdf/SXM_frontieres_catherinebenoit_2008-08.pdf
385,3,La Cimade,2019,Ile de Saint-Martin : quels droits pour les personnes étrangères ?,https://www.lacimade.org/ile-de-saint-martin-quels-droits-pour-les-personnes-etrangeres/
386,8,US Department of State,1999,"Fact Sheet: Kosovo, Ethnic Cleansing Update, May 14, 1999",https://reliefweb.int/report/serbia/fact-sheet-kosovo-ethnic-cleansing-update-may-14-1999
387,1,Fujio; Hara,2017,Malayan Chinese Who Were Deported to China,https://rpb115.nsysu.edu.tw/var/file/131/1131/img/2374/CCPS3(3)-Hara-1.pdf
388,8,Amnesty International,1976,Singapore,https://www.amnesty.org/en/wp-content/uploads/2021/06/asa360011976en.pdf
389,8,UNHCR,1997,Update on Regional Developments in Asia and the Pacific EC/47/SC/CRP.44,https://www.unhcr.org/publications/update-regional-developments-asia-and-pacific
390,8,Lok; Cheryl,2025,Singapore’s ‘Invisible’ Population: The Perpetual ‘Homelessness’ of Migrant Workers,https://oxfordpoliticalreview.com/2025/04/25/singapores-invisible-population-the-perpetual-homelessness-of-migrant-workers/
391,8,Courtright; James,2023,Unrest casts shadow over Senegals biggest holiday,https://www.icwa.org/tensions-shadow-senegal-holiday/
392,8,Global Detention Project,2006,Senegal Immigration Detention Profile,https://www.globaldetentionproject.org/countries/africa/senegal
393,8,United States Committee for Refugees and Immigrants,2000,U.S. Committee for Refugees World Refugee Survey 2000 - Yugoslavia,https://www.refworld.org/reference/annualreport/uscri/2000/en/14837
394,8,Government of Sint Marteen,2022,Immigration controls continues with community cooperation,https://www.sintmaartengov.org/news/Pages/Immigration-controls-continues-with-community-cooperation.aspx
395,8,Pagonis; Jennifer,2004,Last convoys leave for Sierra Leone as assisted repatriation ends,https://www.unhcr.org/news/stories/last-convoys-leave-sierra-leone-assisted-repatriation-ends
396,8,UNHCR,2007,Solomon Islands: Situation of ethnic Chinese; current country conditions (2005-2007),https://webarchive.archive.unhcr.org/20230521231605/https://www.refworld.org/docid/47d65477c.html
397,8,UNHCR,2006,Somalia,https://www.unhcr.org/sites/default/files/legacy-pdf/4666d2630.pdf
398,8,Integral Human Development,unknown,Country Profile - Somalia,https://migrants-refugees.va/country-profile/somalia/
399,1,Crush; Jonathan & McDonlad; David A.,2001,Introduction to Special Issue: Evaluating South African Immigration Policy after Apartheid,https://www.jstor.org/stable/4187430
400,1,Crush; Jonathan & Williams; Vincent,2001,No. 06: The Point of No Return: Evaluating the Amnesty for Mozambican Refugees in South Africa,https://scholars.wlu.ca/cgi/viewcontent.cgi?article=1063&context=samp
401,8,Human Rights Watch,2007,Recent Labor Migration to South Africa,https://www.hrw.org/reports/2007/southafrica0207/6.htm
402,1,Crush; Jonathan,1999,The Discourse and Dimensions of Irregularity in Post-Apartheid South Africa,https://library.fes.de/libalt/journals/swetsfulltext/5584123.pdf
403,8,International Organization for Migration,2025,South Sudan Hits Record One Million New Arrivals From Sudan Crisis,https://eastandhornofafrica.iom.int/news/south-sudan-hits-record-one-million-new-arrivals-sudan-crisis
404,3,Sankaralingam; Gnana,2023,Genocide Of Tamils In Sri Lanka – True Or False,https://www.colombotelegraph.com/index.php/genocide-of-tamils-in-sri-lanka-true-or-false/
405,3,Nashed; Mat,2023,"Eritrean refugees caught between crisis at home, Sudan conflict",https://www.aljazeera.com/news/2023/5/23/eritrean-refugees-caught-between-crisis-at-home-unrest-in-sudan
406,3,Salih; Zeinab Mohammed,2023,Eritrea accused of forcibly repatriating civilians caught up in Sudan fighting,https://www.theguardian.com/world/2023/may/07/eritrea-accused-of-forcibly-repatriating-civilians-caught-up-in-sudan-fighting
407,8,Human Rights Watch,2016,Sudan: Hundreds Deported to Likely Abuse,https://www.hrw.org/news/2016/05/31/sudan-hundreds-deported-likely-abuse
408,8,Human Rights Watch,2014,Sudan: Stop Deporting Eritreans,https://www.hrw.org/news/2014/05/08/sudan-stop-deporting-eritreans
409,8,International Organization for Migration,2014,Situation on Expelled Sudanese Migrants,https://sudan.iom.int/sites/g/files/tmzbdl1606/files/documents/Situation-Report-on-Expelled-Sudanese-Migrants-31-August-17-September-2014.pdf
410,3,Alwasat,2024,DCIM: 109 migrants deported from Benghazi to Sudan and Chad,https://en.alwasat.ly/news/libya/425454
411,8,van Amersfoort; Hans,2011,How the Dutch Government stimulated the unwanted immigration from Suriname,https://www.migrationinstitute.org/publications/wp-47-11
412,8,Inter-American Comission on Human Rights,1985,Second Report on the Human Rights Situation in Suriname,https://www.cidh.org/countryrep/Suriname85eng/chap.5.htm
413,3,Blair; Ava Anne,2023,"Turkey deports 29,895 Syrian refugees and asylum seekers: STJ report","https://www.kurdistan24.net/en/story/392647/Turkey-deports-29,895-Syrian-refugees-and-asylum-seekers:-STJ-report"
414,8,Human Rights Watch,2024,Syrians Face Dire Conditions in Turkish-Occupied ‘Safe Zone’,https://www.hrw.org/news/2024/03/28/syrians-face-dire-conditions-turkish-occupied-safe-zone
415,8,Human Rights Watch,2024,Lebanon: Stepped-Up Repression of Syrians,https://www.hrw.org/news/2024/04/25/lebanon-stepped-repression-syrians
416,8,Reliefweb,2025,Intention of Syrian Refugees in Jordan,"https://reliefweb.int/report/jordan/intention-syrian-refugees-jordan#:~:text=Between%20December%208%2C%202024%2C%20and,35%20and%2036%2D59%20years."
417,8,UNHCR,2025,Repatriation explained: why Syrian refugees are voluntarily returning,https://www.unrefugees.org/news/repatriation-explained-why-syrian-refugees-are-voluntarily-returning/
418,8,Citino; Nathan & Gil; Ana Martin & Norman; Kelsey P.,2023,Generations of Palestinian Refugees Face Protracted Displacement and Dispossession,https://www.migrationpolicy.org/article/palestinian-refugees-dispossession
419,8,Human Rights Watch,1995,Return to Tajikistan - Continued Regional and Ethnic Tensions,https://www.hrw.org/reports/1995/Tajik.htm
420,8,The New Humanitarian,2006,Tajiks who fled civil war no longer refugees,https://www.thenewhumanitarian.org/news/2006/07/03/tajiks-who-fled-civil-war-no-longer-refugees
421,3,Radio Free Europe,2024,Thousands Of Tajik Migrant Workers Deported From Russia Since Crocus Attack,https://www.rferl.org/a/tajik-migrants-deported-russia-hasazoda-statement/33067475.html
422,8,Human Rights Watch,2025,Living in Fear and Humiliation,https://www.hrw.org/report/2025/03/17/living-fear-and-humiliation/rising-xenophobic-harassment-and-violence-towards
423,8,Lemon; Edward,2019,"Dependent on Remittances, Tajikistan’s Long-Term Prospects for Economic Growth and Poverty",https://www.migrationpolicy.org/article/dependent-remittances-tajikistan-prospects-dim-economic-growth
424,8,UNHCR,2024,UNHCR calls on Tajikistan to halt forcible return of Afghan refugees and uphold international protection standards and commitments.,https://www.unhcr.org/centralasia/en/63015-unhcr-calls-on-tajikistan-to-halt-forcible-return-of-afghan-refugees-and-uphold-international-protection-standards-and-commitments.html
425,8,Pannier; Bruce,2024,Central Asia in Focus: Tajikistan Deports Afghan Asylum Seekers,https://about.rferl.org/article/central-asia-in-focus-tajikistan-deports-afghan-asylum-seekers/
426,8,United States Committee for Refugees and Immigrants,1997,U.S. Committee for Refugees World Refugee Survey 1997 - Tanzania,https://www.refworld.org/reference/annualreport/uscri/1997/en/16126
427,8,The New Humanitarian,2013,Humanitarian crisis looms for migrants expelled by Tanzania,https://www.thenewhumanitarian.org/news/2013/09/19/humanitarian-crisis-looms-migrants-expelled-tanzania
428,8,UNHCR,2020,Tanzania Country Refugee Response Plan,https://reporting.unhcr.org/sites/default/files/Tanzania%202019-2010%20Country%20RRP%20(March%202019).pdf
429,8,UNHCR,2024,"UNHCR, Governments of Burundi and Tanzania reaffirm their commitment to supporting Burundian refugees voluntary return and sustainable reintegration",https://www.unhcr.org/africa/news/press-releases/unhcr-governments-burundi-and-tanzania-reaffirm-their-commitment-supporting
430,8,UNHCR,2024,UNHCR statement on Voluntary Returns from Tanzania to Burundi,https://www.unhcr.org/africa/news/speeches-and-statements/unhcr-statement-voluntary-returns-tanzania-burundi
431,8,Ruzibiza; Yvette & Turner; Simon,2023,Tanzania’s Open Door to Refugees Narrows,https://www.migrationpolicy.org/article/tanzania-refugee-policy
432,8,Amnesty International,2017,Between a Rock and a Hard Place: Thailands Refugee Policies and Violations of the Principle of non-refoulement,https://www.amnesty.org/fr/wp-content/uploads/2021/05/ASA3970312017ENGLISH.pdf
433,8,Human Rights Watch,2024,Thailand: Cambodian Refugees Forcibly Returned,https://www.hrw.org/news/2024/11/29/thailand-cambodian-refugees-forcibly-returned
434,8,Women's Commission for Refugee Women and Children.,1991,Repatriation and Reintegration: can Hmong refugees begin to look homeward?,https://oac.cdlib.org/view?docId=hb0b69n6nq&chunk.id=ch01&brand=oac4&doc.view=entire_text
435,8,Amnesty International,2017,Thailand: Hard line on refugees leaves thousands vulnerable and at risk,https://www.amnesty.org/en/latest/press-release/2017/09/thailand-hard-line-on-refugees-leaves-thousands-vulnerable-and-at-risk/
436,8,Human Rights Watch,1999,East Timor: Forced Expulsions to West Timor and the Refugee Crisis,https://www.refworld.org/reference/countryrep/hrw/1999/en/95471
437,8,UNHCR,2002,East Timorese refugee saga comes to an end,https://www.unhcr.org/news/east-timorese-refugee-saga-comes-end
438,8,International Organization for Migration,2024,Voluntary Return of 131 Togolese Migrants from Libya: A Joint Effort by IOM and the Togolese Government,https://www.iom.int/news/voluntary-return-131-togolese-migrants-libya-joint-effort-iom-and-togolese-government
439,3,Caelainn Hoganassociated Press,2015,UNHCR: Nigeria sends Togo asylum seekers back home,https://apnews.com/9ecd475b8ff94193a91f97bf2e38307f
440,8,International Organization for Migration,2018,Migration in West Africa: A paper prepared for the Policy Analysis and Research Programme of the Global Commission on International Migration,https://www.iom.int/sites/g/files/tmzbdl2616/files/2018-07/RS8.pdf
441,3,Borrowdale; James,2019,‘The Forever No’: The Fate of Tonga’s Criminal Returnees,https://www.vice.com/en/article/the-forever-no-the-fate-of-tongas-criminal-returnees/
442,8,McNeill; Henrietta,2024,Addressing Criminal Deportations to the Pacific Islands,https://openresearch-repository.anu.edu.au/server/api/core/bitstreams/72c2140a-af8d-4ab5-818b-d94ef26e2590/content
443,3,China Daily,2006,Chinese Evacuated from Riot-stricken Tonga,http://www.china.org.cn/english/news/189875.htm
444,8,UNHCR,2018,UNHCR regret at deportations of Venezuelans from Trinidad and Tobago,https://www.unhcr.org/news/news-releases/unhcr-regret-deportations-venezuelans-trinidad-and-tobago
445,8,Amnesty International,2020,Trinidad and Tobago: Deportation of 165 Venezuelans violates international law,https://www.amnesty.org/en/latest/news/2020/08/trinidad-tobago-deportation-165-venezuelans-violates-international-law/
446,3,Time.com,1985,Tunisia: Playing Tit-for-Tat with Libya,https://time.com/archive/6704574/tunisia-playing-tit-for-tat-with-libya/
447,8,Blanchard; Christopher M.,2005,CRS Issue Brief for Congress - Libya,https://www.everycrsreport.com/reports/IB93109.html
448,3,Dickey; Christopher,1985,"Tension on the Rise between Libya, Neighbours",https://www.cia.gov/readingroom/docs/CIA-RDP90-00965R000201580005-4.pdf
449,1,Mandel; Judyt,unknown,Libya Under Qadhafi: A Pattern of Aggression,https://www.reaganlibrary.gov/public/digitallibrary/smof/nsc-communicationsandinformation/mandel/91721/libyaunderaqdhafi-apatternofaggression.pdf
450,8,Human Rights Watch,2023,"Tunisia: No Safe Haven for Black African Migrants, Refugees",https://www.hrw.org/news/2023/07/19/tunisia-no-safe-haven-black-african-migrants-refugees
451,8,Helsinki Watch Report,1992,Denying Human Rights and Ethnic Identity: The Greeks of Turkey,https://www.hrw.org/sites/default/files/reports/TURKEY923.PDF
452,15,Özgür; Ulvi,2007,Bulgari̇stan Türkleri̇’ Ni̇n 1950 – 1951 Yillarinda Türki̇ye’ Ye Göçleri̇,https://nek.istanbul.edu.tr/ekos/TEZ/42824.pdf
453,8,Global Detention Project,2021,Immigration Detention in Turkey: Trapped at the Crossroad Between Asia and Europe,"https://www.globaldetentionproject.org/immigration-detention-in-turkey-trapped-at-the-crossroad-between-asia-and-europe#:~:text=Afghans%20in%20Turkey%20do%20not,refugees%20from%20entering%20the%20country."
454,8,Human Rights Watch,2022,“No One Asked Me Why I Left Afghanistan”,https://www.hrw.org/report/2022/11/18/no-one-asked-me-why-i-left-afghanistan/pushbacks-and-deportations-afghans-turkey
455,3,Stockholm Center for Freedom,2025,Turkey’s Transnational Repression: 2024 in Review,https://stockholmcf.org/turkeys-transnational-repression-2024-in-review/
456,8,European Council on Refugees and Exiles,2024,Removal and Refoulement,https://asylumineurope.org/reports/country/turkiye/asylum-procedure/access-procedure-and-registration/removal-and-refoulement/
457,10,Haiti Support Group,2012,Turks & Caicos Resumes Deportations of Haitian Migrants,https://haitisupportgroup.org/turks-a-caicos-resumes-deportations-of-haitian-migrants/
458,8,Douyon; Emmanuela,2023,Haitians Flee a Nation Nearing Collapse,https://www.migrationpolicy.org/article/haitians-flee-collapse
459,8,Yayboke; Erol & Strouboulis; Anastasia & Edwards; Abigail,2022,Update on Forced Displacement around Ukraine,https://www.csis.org/analysis/update-forced-displacement-around-ukraine
460,8,Migration Data Portal,2020,Migration data in Western Asia,https://www.migrationdataportal.org/regional-data-overview/migration-data-western-asia
461,8,Euro-Med Human Rights Monitor,2021,"“They told us they hated black Africans”: UAE authorities detain, torture, and deport over 800 migrants","https://euromedmonitor.org/en/article/4600/%E2%80%9CThey-told-us-they-hated-black-Africans%E2%80%9D:-UAE-authorities-detain,-torture,-and-deport-over-800-migrants"
462,8,Amnesty International,2024,United Arab Emirates 2024,https://www.amnesty.org/en/location/middle-east-and-north-africa/middle-east/united-arab-emirates/report-united-arab-emirates/
463,8,Stolfova; Andrea,2014,Causes and Impacts of Labour Migration in Uzbekistan,https://kulturnistudia.cz/causes-and-impacts-of-labour-migration-in-uzbekistan/
464,3,RNZ News,2019,IOM confirms Bangladeshi men trafficked to Vanuatu,https://www.rnz.co.nz/international/pacific-news/389893/iom-confirms-bangladeshi-men-trafficked-to-vanuatu
